Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"oikos flavors",15,1,2,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches, Sites",0.61,0.47,https://www.oikos.com/all-products/,38,0.07,17.86
"oikos triple zero peach",5,1,1,Sitelinks,210,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.97,0.46,https://www.oikos.com/all-products/triple-zero/product/peach/,38,0.07,17.48
"protein shakes oikos",6,1,1,,390,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.59,https://www.oikos.com/all-products/oikos-protein-shakes/,38,0.07,22.42
"strawberry oikos",5,1,1,Reviews,390,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.95,0.53,https://www.oikos.com/all-products/triple-zero/product/strawberry/,38,0.07,20.14
"oikos zero",14,2,1,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.95,0.41,https://www.oikos.com/all-products/triple-zero/,37,0.07,15.17
"calories in oikos triple zero",77,21,76,Reviews,12100,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.93,0.39,https://www.oikos.com/all-products/triple-zero/product/peach/,37,0.07,14.43
"oikos protein yogurt drink",10,1,1,,920,C,"Reviews, Video, Images, Shopping results, Related searches",1,0.59,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,36,0.06,21.24
"oikos protein shake",86,12,,Images,40500,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, Sites",1,0.31,https://www.oikos.com/all-products/oikos-protein-shakes/product/vanilla/,36,0.06,11.16
"oiko triple zero",14,1,,Sitelinks,200,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/,36,0.06,20.16
"protein yogurt oikos",16,1,2,,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,35,0.06,350
"oikos pro drinkable yogurt",6,1,,,320,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.47,0.51,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,35,0.06,17.85
"oikos pro strawberry",6,1,1,Reviews,320,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",0.99,0.51,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry/,35,0.06,17.85
"oikos triple zero yogurt nutrition",5,2,2,Reviews,610,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.91,0.51,https://www.oikos.com/all-products/triple-zero/product/vanilla/,34,0.06,17.34
"oikos pro vanilla yogurt",6,1,1,Reviews,320,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.91,0.53,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,34,0.06,18.02
"is oikos pro greek yogurt",13,2,7,,590,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0.09,10,https://www.oikos.com/frequently-asked-questions/,34,0.06,340
"ingredients in oikos triple zero yogurt",5,2,2,Reviews,480,I,"Reviews, Video, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/all-products/triple-zero/product/vanilla/,33,0.06,12.21
"protein shake oikos",10,1,1,,390,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,0.59,https://www.oikos.com/all-products/oikos-protein-shakes/,33,0.06,19.47
"oikos protein yogurt calories",9,2,2,Reviews,590,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.94,0.38,https://www.oikos.com/all-products/triple-zero/product/vanilla/,32,0.06,12.16
"oikos triple zero strawberry",6,2,,Reviews,590,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",0.96,0.24,https://www.oikos.com/all-products/triple-zero/product/strawberry/,32,0.06,7.68
"oikos triple zero mixed berry nutrition",6,2,2,Reviews,590,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.75,0.19,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,32,0.06,6.08
"oikos pro shots",6,1,1,Reviews,320,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.93,0.62,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,32,0.06,19.84
"oikos s'mores",6,1,1,Reviews,210,C,"Reviews, Video, People also ask, Shopping results, Find results on, Related searches",0.89,0.04,https://www.oikos.com/all-products/remix/product/smores/,32,0.06,1.28
"oikos yogurt remix",6,1,1,,170,I,"Reviews, Video, People also ask, Images, Related searches",1,0.63,https://www.oikos.com/all-products/remix/,32,0.06,20.16
"oikos triple zero plain greek yogurt",13,2,2,Reviews,590,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches, Sites",0.93,2.83,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,31,0.06,87.73
"calories in oikos greek yogurt vanilla",5,2,2,Reviews,480,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/all-products/triple-zero/product/vanilla/,31,0.06,14.57
"oikos protein shake",86,19,70,Reviews,40500,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, Sites",1,0.31,https://www.oikos.com/all-products/oikos-protein-shakes/product/chocolate/,31,0.06,9.61
oinkos,16,2,,Sitelinks,370,"I, N","Reviews, Sitelinks, Video, People also ask, Images, Related searches",0.81,0.32,https://www.oikos.com/,31,0.06,9.92
"triple zero yogurt",61,1,,"AI Overview",6600,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.98,0.55,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,30,0.05,16.5
"triple zero yogurt",61,1,,"AI Overview",6600,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.98,0.55,https://www.oikos.com/all-products/triple-zero/product/strawberry/,30,0.05,16.5
"oikos sugar free yogurt",18,1,,Sitelinks,210,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches",1,0.58,https://www.oikos.com/all-products/triple-zero/,30,0.05,17.4
"oki yogurt",15,1,,Sitelinks,480,C,"Reviews, Sitelinks, Video, Images, Shopping results, Related searches",0.98,10,https://www.oikos.com/,30,0.05,300
"oikos yogurt banana cream",6,1,,Reviews,210,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.94,0.42,https://www.oikos.com/all-products/triple-zero/product/banana-cream/,30,0.05,12.6
"oikos pro plain",13,1,,Reviews,210,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.96,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,30,0.05,300
"oikos s mores",6,1,1,Reviews,210,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.89,0.04,https://www.oikos.com/all-products/remix/product/smores/,30,0.05,1.2
"oikos protein yogurt",82,21,,Reviews,33100,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, Sites",1,0.64,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,29,0.05,18.56
"oikos triple zero nutrition",75,6,,Images,20100,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.93,0.39,https://www.oikos.com/all-products/triple-zero/product/vanilla/,29,0.05,11.31
"oikos pro",85,5,96,,12100,C,"Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,9.45,https://www.oikos.com/where-to-buy/,29,0.05,274.05
"protein yogurt drink",71,4,8,,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,29,0.05,11.31
"yogurt oikos",71,1,1,Sitelinks,3200,C,"Reviews, Sitelinks, Video, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/triple-zero/,29,0.05,290
"oikos 15 gram protein calories",6,2,1,Reviews,480,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.9,0.21,https://www.oikos.com/all-products/triple-zero/product/vanilla/,29,0.05,6.09
"oikos 15g protein calories",6,2,2,Reviews,480,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.9,0.21,https://www.oikos.com/all-products/triple-zero/product/vanilla/,29,0.05,6.09
"oilos pro",14,1,,Sitelinks,210,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.92,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,29,0.05,290
"okios pro",10,1,,Sitelinks,210,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.92,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,29,0.05,290
"okinos yogurt",70,1,1,Sitelinks,1100,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.99,10,https://www.oikos.com/,29,0.05,290
"oikos pro yogurt",67,1,,"AI Overview",5400,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",0.99,2.26,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,28,0.05,63.28
"oikos pro yogurt",67,2,,Sitelinks,5400,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",0.99,2.26,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,28,0.05,63.28
"oikos mango pineapple",6,1,,Reviews,170,I,"Reviews, Video, People also ask, Images, Knowledge Panel, Related searches",0.97,0.52,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mango-pineapple-drink/,28,0.05,14.56
"oikos triple zero yogurt ingredients",10,2,2,Reviews,480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/all-products/triple-zero/product/vanilla/,27,0.05,9.99
"oikos yogurt pro",15,1,1,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",1,0.6,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,27,0.05,16.2
"oikos 000",14,1,,Sitelinks,140,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.95,0.54,https://www.oikos.com/all-products/triple-zero/,27,0.05,14.58
"oikos remix salted caramel",6,1,,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.93,0.51,https://www.oikos.com/all-products/remix/product/salted-caramel/,27,0.05,13.77
"does oikos triple zero have probiotics",6,2,2,,590,I,"Featured snippets, Reviews, Video, People also ask, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,27,0.05,0
"does oikos have probiotics",6,2,1,,390,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.04,0,https://www.oikos.com/frequently-asked-questions/,26,0.05,0
"oikos triple zero ingredients",6,1,1,"AI Overview",810,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.33,https://www.oikos.com/all-products/triple-zero/product/mixed-berry-multipack/,26,0.05,8.58
"oikos flavours",13,2,1,Sitelinks,320,C,"Reviews, Sitelinks, Video, Images, Shopping results, AI Overview, Related searches",0.61,0.47,https://www.oikos.com/all-products/,26,0.05,12.22
"triple zero yogurt oikos",14,1,,Sitelinks,140,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.94,0.55,https://www.oikos.com/all-products/triple-zero/,26,0.05,14.3
"oikos triple zero salted caramel",6,1,,Reviews,170,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Find results on, Related searches",0.95,0.17,https://www.oikos.com/all-products/triple-zero/product/salted-caramel/,26,0.05,4.42
"vanilla oikos triple zero calories",8,2,1,Reviews,480,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.91,0.35,https://www.oikos.com/all-products/triple-zero/product/vanilla/,26,0.05,9.1
"oikios triple zero",14,1,,Sitelinks,200,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/,26,0.05,14.56
"greek yogurt oikos",17,2,,,660,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, AI Overview, Related searches",1,10,https://www.oikos.com/,25,0.04,250
"oikos vanilla greek yogurt calories",6,2,2,Reviews,480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/all-products/triple-zero/product/vanilla/,25,0.04,11.75
"triple zero yogurt",61,9,88,Reviews,6600,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.98,0.55,https://www.oikos.com/all-products/triple-zero/product/cherry/,25,0.04,13.75
"oikos greek yogurt vanilla calories",5,2,,Reviews,480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/all-products/triple-zero/product/vanilla/,25,0.04,11.75
"ingredients in oikos triple zero yogurt",5,1,,"AI Overview",480,I,"Reviews, Video, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/all-products/triple-zero/product/mixed-berry-multipack/,25,0.04,9.25
"oikos yogurt drink",70,1,,Sitelinks,3200,"L, C","Local pack, Reviews, Sitelinks, Video, Images, Shopping results, Related searches",1,0.58,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,25,0.04,14.5
"oikos pro protein drink",10,2,,Sitelinks,320,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches, Sites",0.94,0.56,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,25,0.04,14
"calories in oikos greek yogurt vanilla",5,1,,"AI Overview",480,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/all-products/triple-zero/product/vanilla/,25,0.04,11.75
"oikos key lime yogurt",6,1,,Reviews,170,"L, C","Local pack, Reviews, Video, Images, Shopping results, Related searches",0.97,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/key-lime/,25,0.04,0
"triple 0 oikos",14,1,,Sitelinks,140,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.95,0.52,https://www.oikos.com/all-products/triple-zero/,25,0.04,13
"greek yogurt oikos",17,1,,"AI Overview",660,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, AI Overview, Related searches",1,10,https://www.oikos.com/,24,0.04,240
"oikos triple zero greek yogurt",70,2,,Sitelinks,1800,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, AI Overview, Related searches",0.79,0.56,https://www.oikos.com/all-products/triple-zero/product/strawberry/,24,0.04,13.44
"oikos triple zero yogurt flavors",17,2,,Sitelinks,210,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.93,0.61,https://www.oikos.com/all-products/triple-zero/,24,0.04,14.64
"oikos lemon yogurt",8,1,,Reviews,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",1,0.33,https://www.oikos.com/all-products/triple-zero/product/lemon-tart/,24,0.04,7.92
"calories in oikos vanilla greek yogurt",6,2,2,Reviews,480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/all-products/triple-zero/product/vanilla/,24,0.04,11.28
"calories in oikos triple zero",77,29,33,,12100,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.93,0.39,https://www.oikos.com/all-products/triple-zero/,24,0.04,9.36
